ID,Length,Year,LWL,Beam,Draft,Displacement,SailArea,GDP,GDP/Capita,Price
Boat0233,49.00 ,2018.00 ,48.33 ,26.25 ,4.33 ,43210.00 ,1776.00 ,2001.00 ,33259.00 ,910312.00 
Boat0235,39.00 ,2019.00 ,38.42 ,21.92 ,4.00 ,26234.00 ,968.00 ,2777.00 ,41344.00 ,455511.00 
Boat0236,41.00 ,2019.00 ,40.58 ,22.67 ,4.08 ,24250.00 ,1001.00 ,1394.00 ,29352.00 ,697906.00 
Boat0237,41.00 ,2019.00 ,40.58 ,22.67 ,4.08 ,24250.00 ,1001.00 ,1870.00 ,63610.00 ,671824.00 
Boat0238,41.00 ,2019.00 ,40.58 ,22.67 ,4.08 ,24250.00 ,1001.00 ,1000.00 ,47682.00 ,499000.00 
Boat0239,45.70 ,2019.00 ,45.92 ,25.25 ,4.27 ,32850.00 ,1615.00 ,2001.00 ,33259.00 ,760007.00 
Boat0240,45.70 ,2019.00 ,45.92 ,25.25 ,4.27 ,32850.00 ,1615.00 ,1000.00 ,47682.00 ,874000.00 
Boat0242,46.00 ,2005.00 ,44.08 ,24.25 ,4.25 ,28660.00 ,1291.00 ,22.70 ,21981.00 ,255179.00 
Boat0243,46.00 ,2006.00 ,44.08 ,24.25 ,4.25 ,28660.00 ,1291.00 ,22.70 ,21981.00 ,346315.00 
Boat0244,47.00 ,2014.00 ,46.92 ,25.25 ,4.25 ,35274.00 ,1539.00 ,22.70 ,21981.00 ,565040.00 
Boat0245,55.00 ,2018.00 ,53.42 ,28.42 ,4.50 ,51809.00 ,2440.00 ,63.10 ,59798.00 ,2890000.00 
Boat0246,44.00 ,2005.00 ,43.25 ,24.58 ,4.25 ,24250.00 ,1410.00 ,0.80 ,7189.00 ,230000.00 
Boat0247,44.00 ,2007.00 ,43.25 ,24.58 ,4.25 ,24250.00 ,1410.00 ,23.60 ,16428.00 ,220000.00 
Boat0248,38.00 ,2005.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,22.70 ,21981.00 ,204921.00 
Boat0249,38.00 ,2005.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,18.50 ,24191.00 ,200071.00 
Boat0250,38.00 ,2005.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,1000.00 ,47682.00 ,219000.00 
Boat0251,40.50 ,2005.00 ,40.33 ,23.25 ,4.00 ,23369.00 ,1011.00 ,0.80 ,7189.00 ,225000.00 
Boat0252,40.50 ,2005.00 ,40.33 ,23.25 ,4.00 ,23810.00 ,1011.00 ,1394.00 ,29352.00 ,303395.00 
Boat0253,40.50 ,2005.00 ,40.33 ,23.25 ,4.00 ,23810.00 ,1011.00 ,851.00 ,10361.00 ,231042.00 
Boat0254,40.50 ,2005.00 ,40.33 ,23.25 ,4.00 ,23369.00 ,1011.00 ,1000.00 ,47682.00 ,235000.00 
Boat0255,44.60 ,2005.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,22.70 ,21981.00 ,349833.00 
Boat0256,44.60 ,2005.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,22.70 ,21981.00 ,349560.00 
Boat0257,44.60 ,2005.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1000.00 ,47682.00 ,320000.00 
Boat0258,40.60 ,2006.00 ,40.33 ,23.25 ,4.00 ,23810.00 ,1011.00 ,1394.00 ,29352.00 ,302787.00 
Boat0259,41.00 ,2006.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,2001.00 ,33259.00 ,358698.00 
Boat0260,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,209.00 ,18694.00 ,325285.00 
Boat0261,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,209.00 ,18694.00 ,321976.00 
Boat0262,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,209.00 ,18694.00 ,321644.00 
Boat0263,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,309826.00 
Boat0264,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,309506.00 
Boat0265,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,303751.00 
Boat0266,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,303437.00 
Boat0267,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,267301.00 
Boat0269,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,267025.00 
Boat0273,44.60 ,2006.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1000.00 ,47682.00 ,349000.00 
Boat0274,48.00 ,2006.00 ,48.42 ,27.08 ,4.33 ,54013.00 ,1905.00 ,22.70 ,21981.00 ,450000.00 
Boat0275,48.00 ,2006.00 ,48.42 ,26.08 ,4.25 ,52359.00 ,1668.00 ,1.20 ,40938.00 ,449000.00 
Boat0276,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,1394.00 ,29352.00 ,515334.00 
Boat0277,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,515334.00 
Boat0278,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,461585.00 
Boat0279,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,461225.00 
Boat0280,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,423929.00 
Boat0281,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,423599.00 
Boat0282,51.00 ,2006.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,418330.00 
Boat0283,41.00 ,2007.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,3861.00 ,46653.00 ,314925.00 
Boat0284,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,22.70 ,21981.00 ,376556.00 
Boat0285,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,22.70 ,21981.00 ,376262.00 
Boat0286,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,5.50 ,27478.00 ,310000.00 
Boat0287,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,394877.00 
Boat0288,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,394469.00 
Boat0289,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,339729.00 
Boat0290,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,309506.00 
Boat0291,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,209.00 ,18694.00 ,297676.00 
Boat0292,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,209.00 ,18694.00 ,297369.00 
Boat0293,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1000.00 ,47682.00 ,349000.00 
Boat0294,44.60 ,2007.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,425.00 ,70665.00 ,310000.00 
Boat0295,49.00 ,2007.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1000.00 ,47682.00 ,435000.00 
Boat0296,51.00 ,2007.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,1394.00 ,29352.00 ,594150.00 
Boat0297,51.00 ,2007.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,497146.00 
Boat0298,38.00 ,2008.00 ,37.92 ,21.50 ,3.92 ,21385.00 ,753.00 ,2001.00 ,33259.00 ,236926.00 
Boat0299,38.00 ,2008.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,2001.00 ,33259.00 ,236447.00 
Boat0300,38.00 ,2008.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,1000.00 ,47682.00 ,229000.00 
Boat0301,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,83.20 ,4913.00 ,380000.00 
Boat0302,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,22.70 ,21981.00 ,338028.00 
Boat0303,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,22.70 ,21981.00 ,337640.00 
Boat0304,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,3.20 ,50606.00 ,310061.00 
Boat0305,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1.20 ,40938.00 ,309739.00 
Boat0306,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,3.20 ,50606.00 ,309705.00 
Boat0307,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1.20 ,40938.00 ,309079.00 
Boat0308,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,3.20 ,50606.00 ,297902.00 
Boat0309,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,3.20 ,50606.00 ,297560.00 
Boat0310,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,209.00 ,18694.00 ,358335.00 
Boat0311,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,209.00 ,18694.00 ,358056.00 
Boat0312,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,2777.00 ,41344.00 ,338900.00 
Boat0313,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,2777.00 ,41344.00 ,338636.00 
Boat0314,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,2777.00 ,41344.00 ,338028.00 
Boat0315,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,2777.00 ,41344.00 ,337640.00 
Boat0316,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1394.00 ,29352.00 ,327968.00 
Boat0317,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1394.00 ,29352.00 ,327712.00 
Boat0318,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,209.00 ,18694.00 ,303982.00 
Boat0319,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,209.00 ,18694.00 ,303633.00 
Boat0320,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,425.00 ,70665.00 ,389900.00 
Boat0321,41.00 ,2008.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1000.00 ,47682.00 ,375000.00 
Boat0322,42.00 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,303982.00 
Boat0323,42.00 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,297902.00 
Boat0324,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,18.50 ,24191.00 ,400537.00 
Boat0325,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,18.50 ,24191.00 ,363194.00 
Boat0326,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,18.50 ,24191.00 ,362911.00 
Boat0327,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,84.70 ,7827.00 ,325000.00 
Boat0328,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1150.00 ,9293.00 ,303674.00 
Boat0329,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1150.00 ,9293.00 ,303437.00 
Boat0330,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,431327.00 
Boat0331,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,430881.00 
Boat0332,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2001.00 ,33259.00 ,388400.00 
Boat0333,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,851.00 ,10361.00 ,388400.00 
Boat0335,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2777.00 ,41344.00 ,376652.00 
Boat0336,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2777.00 ,41344.00 ,376262.00 
Boat0337,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,851.00 ,10361.00 ,346276.00 
Boat0338,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,851.00 ,10361.00 ,345919.00 
Boat0339,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,851.00 ,10361.00 ,334126.00 
Boat0340,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,851.00 ,10361.00 ,333781.00 
Boat0341,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,313471.00 
Boat0343,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,313147.00 
Boat0345,44.60 ,2008.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,425.00 ,70665.00 ,359000.00 
Boat0346,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,22.70 ,21981.00 ,553247.00 
Boat0347,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,667562.00 
Boat0348,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,248.00 ,23971.00 ,546613.00 
Boat0349,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,248.00 ,23971.00 ,545648.00 
Boat0350,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,136.00 ,2222.00 ,521397.00 
Boat0351,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,412997.00 
Boat0352,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,412675.00 
Boat0353,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,411782.00 
Boat0354,51.00 ,2008.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,2001.00 ,33259.00 ,411461.00 
Boat0355,41.00 ,2009.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1000.00 ,47682.00 ,309000.00 
Boat0356,41.00 ,2009.00 ,41.08 ,24.33 ,4.17 ,37479.00 ,1205.00 ,1000.00 ,47682.00 ,280000.00 
Boat0357,44.60 ,2009.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,435736.00 
Boat0359,44.60 ,2009.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,57.80 ,13647.00 ,347755.00 
Boat0361,44.60 ,2009.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,425.00 ,70665.00 ,525000.00 
Boat0362,51.00 ,2009.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,521912.00 
Boat0363,51.00 ,2009.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,209.00 ,18694.00 ,503208.00 
Boat0364,51.00 ,2009.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,1000.00 ,47682.00 ,425000.00 
Boat0365,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,29762.00 ,1022.00 ,1.90 ,5005.00 ,285000.00 
Boat0366,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,1.20 ,40938.00 ,195000.00 
Boat0367,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,851.00 ,10361.00 ,279380.00 
Boat0368,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,851.00 ,10361.00 ,279162.00 
Boat0369,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,267233.00 
Boat0370,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,267025.00 
Boat0371,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,217486.00 
Boat0373,39.00 ,2010.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,217261.00 
Boat0375,42.00 ,2010.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,851.00 ,10361.00 ,437734.00 
Boat0376,42.00 ,2010.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,2001.00 ,33259.00 ,327968.00 
Boat0377,42.00 ,2010.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,2001.00 ,33259.00 ,327712.00 
Boat0378,42.00 ,2010.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,209.00 ,18694.00 ,285231.00 
Boat0379,44.60 ,2010.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,18.50 ,24191.00 ,380000.00 
Boat0380,44.60 ,2010.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,0.60 ,17912.00 ,345000.00 
Boat0381,44.60 ,2010.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,4.10 ,29947.00 ,345000.00 
Boat0382,44.60 ,2010.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,1394.00 ,29352.00 ,424812.00 
Boat0383,45.80 ,2010.00 ,42.83 ,25.25 ,4.25 ,27558.00 ,1206.00 ,2777.00 ,41344.00 ,479431.00 
Boat0384,51.00 ,2010.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,57.80 ,13647.00 ,721467.00 
Boat0386,51.00 ,2010.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,851.00 ,10361.00 ,589128.00 
Boat0387,51.00 ,2010.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,851.00 ,10361.00 ,588087.00 
Boat0388,51.00 ,2010.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,57.80 ,13647.00 ,576531.00 
Boat0390,51.00 ,2010.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,57.80 ,13647.00 ,575961.00 
Boat0392,38.00 ,2011.00 ,37.92 ,21.50 ,3.75 ,16093.00 ,753.00 ,209.00 ,18694.00 ,236447.00 
Boat0393,39.00 ,2011.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,264804.00 
Boat0395,39.00 ,2011.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,264597.00 
Boat0397,39.00 ,2011.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,217486.00 
Boat0399,39.00 ,2011.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,217261.00 
Boat0401,39.00 ,2011.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,206095.00 
Boat0403,42.00 ,2011.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,248.00 ,23971.00 ,333781.00 
Boat0404,42.00 ,2011.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,2001.00 ,33259.00 ,297902.00 
Boat0405,42.50 ,2011.00 ,41.08 ,25.33 ,4.08 ,30864.00 ,1119.00 ,248.00 ,23971.00 ,325000.00 
Boat0407,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,3.60 ,35313.00 ,475000.00 
Boat0409,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,533522.00 
Boat0410,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,516246.00 
Boat0411,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,515844.00 
Boat0412,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,510725.00 
Boat0413,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,510302.00 
Boat0414,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,510172.00 
Boat0415,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,16.70 ,36774.00 ,479431.00 
Boat0416,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,472895.00 
Boat0417,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,851.00 ,10361.00 ,462084.00 
Boat0418,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,448644.00 
Boat0419,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,407335.00 
Boat0420,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,389097.00 
Boat0421,45.80 ,2011.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,1000.00 ,47682.00 ,499000.00 
Boat0422,51.00 ,2011.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,3.60 ,35313.00 ,499000.00 
Boat0424,51.00 ,2011.00 ,48.08 ,27.08 ,4.33 ,52359.00 ,1615.00 ,3.60 ,35313.00 ,443813.00 
Boat0426,38.40 ,2012.00 ,38.42 ,22.25 ,4.00 ,21385.00 ,1000.00 ,2001.00 ,33259.00 ,310061.00 
Boat0427,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,22.70 ,21981.00 ,241298.00 
Boat0428,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,22.70 ,21981.00 ,237000.00 
Boat0429,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,22.70 ,21981.00 ,234000.00 
Boat0430,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,248.00 ,23971.00 ,315575.00 
Boat0431,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,291300.00 
Boat0432,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,209.00 ,18694.00 ,279162.00 
Boat0433,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,241786.00 
Boat0435,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,241536.00 
Boat0439,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,538.00 ,52688.00 ,236681.00 
Boat0440,39.00 ,2012.00 ,37.83 ,22.96 ,4.00 ,28660.00 ,1022.00 ,57.80 ,13647.00 ,218639.00 
Boat0442,41.00 ,2012.00 ,40.08 ,24.61 ,4.26 ,37479.00 ,1506.00 ,2001.00 ,33259.00 ,369828.00 
Boat0443,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,442581.00 
Boat0444,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,51591.00 ,1506.00 ,22.70 ,21981.00 ,435736.00 
Boat0445,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,435020.00 
Boat0446,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,22.70 ,21981.00 ,434093.00 
Boat0447,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,1.90 ,5005.00 ,400142.00 
Boat0448,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,486371.00 
Boat0449,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,486249.00 
Boat0450,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,474211.00 
Boat0451,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,473362.00 
Boat0452,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,472895.00 
Boat0453,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,449438.00 
Boat0454,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,449087.00 
Boat0455,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2001.00 ,33259.00 ,448644.00 
Boat0456,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,411782.00 
Boat0457,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,2777.00 ,41344.00 ,411461.00 
Boat0458,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,400850.00 
Boat0459,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,209.00 ,18694.00 ,400537.00 
Boat0460,45.80 ,2012.00 ,42.42 ,25.09 ,4.30 ,49825.00 ,1506.00 ,57.80 ,13647.00 ,398420.00 
